index,winery,wine,year,rating,num_reviews,region,type,body,acidity,price
254,Allende,Aurus,2005,4.6,95,Rioja,Rioja Red,4,3,136
255,Costers del Siurana,Dolc de L'Obac,2006,4.6,94,Priorato,NA,NA,NA,117.2394201
256,Pago de Los Capellanes,Parcela El Picon Tinto,2011,4.6,93,Ribera del Duero,Ribera Del Duero Red,5,3,135
257,Remirez de Ganuza,Trasnocho,2013,4.6,91,Rioja,Rioja Red,4,3,82.5
258,Bodegas Roda,Cirsion Rioja,2017,4.6,90,Rioja,Rioja Red,4,3,149.9
259,Teso La Monja,Tinto,2008,4.6,87,Toro,Toro Red,5,3,1260
260,Pago de Los Capellanes,Doroteo Edicion Especial 25 Aniversario,2015,4.6,86,Ribera del Duero,Ribera Del Duero Red,5,3,59
261,Bodegas Valduero,Tierra Alta de 2 Racimos Gran Reserva,2011,4.6,85,Ribera del Duero,Ribera Del Duero Red,5,3,82.5
262,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2011,4.6,85,Rioja,Rioja Red,4,3,195
263,Vega Sicilia,Valbuena 5o,1980,4.6,84,Ribera del Duero,Ribera Del Duero Red,5,3,195
264,Arzuaga,Reserva Especial Ribera del Duero,2016,4.6,83,Ribera del Duero,Ribera Del Duero Red,5,3,54.5
265,Hacienda Monasterio,Reserva Especial,2015,4.6,80,Ribera del Duero,Ribera Del Duero Red,5,3,79.1
266,Mas d'en Gil,Gran Buig Priorat,2004,4.6,79,Priorato,Priorat Red,4,3,272
267,Castillo Perelada,Finca Garbet,2014,4.6,75,Emporda,Syrah,4,3,99
268,Osborne,Solera India Oloroso Rare Sherry,N.V.,4.6,74,Jerez-Xeres-Sherry,Sherry,4,3,189.99
269,Emilio Moro,Clon De La Familia,2011,4.6,72,Ribera del Duero,Ribera Del Duero Red,5,3,317.63
270,Sierra Cantabria,Amancio,2007,4.6,70,Rioja,Rioja Red,4,3,399.6
271,Toro Albala,Gines Liebana Pedro Ximenez,1910,4.6,70,Montilla-Moriles,Pedro Ximenez,5,1,701.05
272,Recaredo,Reserva Particular de Recaredo Brut Nature,2008,4.6,69,Cava,Cava,2,3,74.9
273,Clos Erasmus,Priorat,2008,4.6,66,Priorato,Priorat Red,4,3,654.31
274,Vega Sicilia,Valbuena 5o,1983,4.6,66,Ribera del Duero,Ribera Del Duero Red,5,3,247.75
275,Toro Albala,Don PX Seleccion,1965,4.6,65,Montilla-Moriles,Pedro Ximenez,5,1,144.99
276,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2001,4.6,65,Priorato,Priorat Red,4,3,945
277,Hacienda Monasterio,Reserva,2017,4.6,64,Ribera del Duero,Ribera Del Duero Red,5,3,50
278,Ysios,Finca Las Naves,2016,4.6,63,Rioja,Rioja Red,4,3,126.64
279,Marques de Grinon,AAA,2008,4.6,63,Dominio de Valdepusa,Red,4,3,162.38
280,Contino,Vina del Olivo,2001,4.6,60,Rioja,Rioja Red,4,3,81
281,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2010,4.6,60,Priorato,Priorat Red,4,3,2750
282,Marques de Murrieta,Dalmau Rioja,2001,4.6,59,Rioja,Rioja Red,4,3,121
283,Alvaro Palacios,Les Aubaguetes Priorat,2016,4.6,59,Priorato,Priorat Red,4,3,355.95
284,Gramona,Cava Enoteca Finca La Plana Brut Nature,2001,4.6,58,Cava,Cava,2,3,164.66
285,Alto Moncayo,Aquilon Garnacha,2016,4.6,58,Campo de Borja,Grenache,5,3,120.9
286,Dominio del Aguila,Gran Reserva Penas Aladas,2014,4.6,58,Ribera del Duero,Ribera Del Duero Red,5,3,218.9
287,Hacienda Solano,Pena Lobera,2016,4.6,57,Ribera del Duero,Ribera Del Duero Red,5,3,65.95
288,Bodegas Mas Alta,La Creu Alta,2014,4.6,53,Priorato,Priorat Red,4,3,86
289,Francisco Garcia Perez,Adega do Moucho Treixadura,2017,4.6,53,Ribeiro,NA,NA,NA,34.5
290,Anima Negra,Son Negre,2007,4.6,51,Mallorca,Red,4,3,282.65
291,Mas Doix,1902 Centenary Carignan Priorat,2017,4.6,51,Priorato,Priorat Red,4,3,259.9
292,Vega Sicilia,Unico,1961,4.6,50,Ribera del Duero,Ribera Del Duero Red,5,3,1099.28
293,Castano,Casa Cisca Monastrell,2016,4.6,49,Yecla,Monastrell,5,3,35
294,Descendientes de J. Palacios,Moncerbal Bierzo (Corullon),2016,4.6,48,Bierzo,Mencia,3,3,269.95
295,La Legua,Capricho,2014,4.6,47,Cigales,Red,4,3,27.2693427
296,Dominio de Pingus,Pingus,2018,4.6,47,Ribera del Duero,Ribera Del Duero Red,5,3,1250
297,Castillo de Cuzcurrita,Cerrado del Castillo Rioja,2016,4.6,47,Rioja,Rioja Red,4,3,52.95
298,Oxer Wines,Kalamity Rioja,2018,4.6,46,Rioja,Rioja Red,4,3,114.95
299,Bodegas Yuste,Conde de Aldama Amontillado,N.V.,4.6,46,Jerez-Xeres-Sherry,Sherry,4,3,89.9
300,Vega Sicilia,Valbuena 5o,1979,4.6,46,Ribera del Duero,Ribera Del Duero Red,5,3,195
301,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2015,4.6,45,Utiel-Requena,Red,4,3,29.35
302,Proyecto Garnachas de Espana,El Garnacho Viejo de la Familia Acha,2014,4.6,45,Rioja,Rioja Red,4,3,79.9
303,Matarromera,Ribera del Duero Prestigio,2016,4.6,45,Ribera del Duero,Ribera Del Duero Red,5,3,53.95
304,Casal de Arman,Finca Misenhora Edicion Limitada,2018,4.6,44,Ribeiro,NA,NA,NA,26.2
305,Mas Doix,1902 Centenary Carignan Priorat,2016,4.6,43,Priorato,Priorat Red,4,3,270.44
306,Artadi,La Poza de Ballesteros,2009,4.6,42,Vino de Espana,Tempranillo,4,2,187.5
307,Marques de Murrieta,Reserva Rioja (Finca Ygay),1954,4.6,42,Rioja,Rioja Red,4,3,210
308,Hacienda Monasterio,Reserva Especial,2016,4.6,41,Ribera del Duero,Ribera Del Duero Red,5,3,85.63
309,Artadi,Vina El Pison,2017,4.6,41,Vino de Espana,Tempranillo,4,2,304.54
310,Vall Llach,Idus,2020,4.6,41,Priorato,Priorat Red,4,3,34.3
311,Clos Erasmus,Priorat,2003,4.6,41,Priorato,Priorat Red,4,3,993.28
312,Sierra Cantabria,Amancio,2017,4.6,40,Rioja,Rioja Red,4,3,85.95
313,Pago de Larrainzar,Rosado de Larrainzar,2020,4.6,39,Navarra,NA,NA,NA,12
314,Emilio Moro,Clon De La Familia,2015,4.6,39,Ribera del Duero,Ribera Del Duero Red,5,3,249.9
315,Vega Sicilia,Unico Reserva Especial Edicion,1982,4.6,39,Ribera del Duero,Ribera Del Duero Red,5,3,1238.43
316,Sierra Cantabria,Finca el Bosque,2002,4.6,38,Rioja,Rioja Red,4,3,128
317,Descendientes de J. Palacios,Valdafoz Bierzo (Corullon),2011,4.6,38,Bierzo,Mencia,3,3,135.5
318,Ukan Winery,Tinto,2019,4.6,38,Rioja Alavesa,Rioja Red,4,3,40.5
319,Finca Moncloa,Tintilla de Rota,2017,4.6,37,Cadiz,NA,NA,NA,43.1
320,Bodegas Mas Alta,La Creu Alta,2017,4.6,36,Priorato,Priorat Red,4,3,85
321,Vina Real,Rioja Gran Reserva,1986,4.6,35,Rioja,Rioja Red,4,3,123
322,Dominio de Atauta,Valdegatiles Ribera del Duero,2012,4.6,34,Ribera del Duero,Ribera Del Duero Red,5,3,106.35
323,Toro Albala,Don PX Seleccion,1962,4.6,34,Montilla-Moriles,Pedro Ximenez,5,1,207
324,Micro Bio (MicroBio),Respublica Verdejo,2016,4.6,33,Vino de Espana,Verdejo,3,3,75.95
325,Dominio del Aguila,Gran Reserva Penas Aladas,2015,4.6,33,Ribera del Duero,Ribera Del Duero Red,5,3,185.3
326,Terroir Al Limit Soc. Lda,Les Tosses,2016,4.6,33,Priorato,Priorat Red,4,3,205.95
327,Finca Torremilanos,Torremilanos Coleccion Ribera del Duero,2016,4.6,32,Ribera del Duero,Ribera Del Duero Red,5,3,40.45
328,Artadi,El Carretil,2017,4.6,32,Vino de Espana,Tempranillo,4,2,176.89
329,Huerta de Albala,Taberner No. 1,2013,4.6,32,Cadiz,Red,4,3,79.9
330,Gomez Cruzado,Vina Motulleri,2011,4.6,30,Rioja,Rioja Red,4,3,79
331,Castell d'Encus,Saktih,2013,4.6,30,Costers del Segre,Red,4,3,195.27
332,Abadia Retuerta,Cuvee Palomar,2017,4.6,30,Sardon de Duero,Red,4,3,58.9
333,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2014,4.6,30,Priorato,Priorat Red,4,3,1660
334,Dominio de Atauta,Valdegatiles Ribera del Duero,2013,4.6,29,Ribera del Duero,Ribera Del Duero Red,5,3,111.9
335,Bodegas 6o Elemento - Vino Sexto Elemento,Respeto,2017,4.6,29,Utiel-Requena,Red,4,3,29.95
336,Enate,Uno Tinto,2010,4.6,28,Somontano,Red,4,3,129.9
337,Benjamin de Rothschild - Vega Sicilia,Macan,2017,4.6,28,Rioja,Rioja Red,4,3,69.95
338,Mas Doix,1903 Centenary Grenache,2016,4.6,28,Priorato,Priorat Red,4,3,299
339,Descendientes de J. Palacios,La Faraona Bierzo (Corullon),2010,4.6,28,Bierzo,Red,4,3,3119.08
340,Bodegas Aragonesas,Galiano Seleccion Especial,2013,4.6,28,Campo de Borja,Red,4,3,99.95
341,Telmo Rodriguez,Molino Real,2016,4.6,28,Malaga,NA,NA,NA,41.69
342,Anima Negra,Son Negre,2004,4.6,27,Mallorca,Red,4,3,374.35
343,Tomas Postigo,5o Ano Ribera del Duero Tinto,2017,4.6,27,Ribera del Duero,Ribera Del Duero Red,5,3,46.45
344,Alvaro Palacios,L'Ermita Velles Vinyes Priorat,2011,4.6,27,Priorato,Priorat Red,4,3,2750
345,Acustic Celler,Etern Vinyes Molt Velles,2016,4.6,26,Priorato,Priorat Red,4,3,42.5
346,Vina Pedrosa,40 Aniversario Gran Reserva,2012,4.6,25,Ribera del Duero,Ribera Del Duero Red,5,3,95
347,Osborne,Solera BC-200,N.V.,4.6,25,Jerez-Xeres-Sherry,Sherry,4,3,197.3
348,Recaredo,Corpinnat Enoteca Reserva Particular de Recaredo,2004,4.6,25,Cataluna,Sparkling,2,3,130
349,Toro Albala,Don PX Pedro Ximenez,1968,4.6,25,Montilla-Moriles,Pedro Ximenez,5,1,181.5
350,Pago de Carraovejas,Tinto,2016,4.5,7529,Ribera del Duero,Ribera Del Duero Red,5,3,29.8
351,Alion,Ribera del Duero,2013,4.5,7435,Ribera del Duero,Ribera Del Duero Red,5,3,73
352,Alion,Ribera del Duero,2014,4.5,7237,Ribera del Duero,Ribera Del Duero Red,5,3,56.27
353,Pintia,Toro,2014,4.5,5863,Toro,Toro Red,5,3,69
354,Pago de Carraovejas,Tinto,2018,4.5,5372,Ribera del Duero,Ribera Del Duero Red,5,3,45
355,Alion,Ribera del Duero,2015,4.5,5365,Ribera del Duero,Ribera Del Duero Red,5,3,75
356,Pintia,Toro,2015,4.5,4979,Toro,Toro Red,5,3,69.8
357,Pago de Carraovejas,Tinto,2017,4.5,4935,Ribera del Duero,Ribera Del Duero Red,5,3,121.9368259
358,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2016,4.5,4411,Ribera del Duero,Ribera Del Duero Red,5,3,78.65
359,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2005,4.5,3521,Rioja,Rioja Red,4,3,400
360,La Rioja Alta,Gran Reserva 890,2005,4.5,3443,Rioja,Rioja Red,4,3,125
361,Marques de Murrieta,Castillo Ygay Gran Reserva Especial Tinto,2009,4.5,3148,Rioja,Rioja Red,4,3,229
362,Pintia,Toro,2016,4.5,3118,Toro,Toro Red,5,3,40.41
363,Dominio de Pingus,Flor de Pingus,2016,4.5,2887,Ribera del Duero,Ribera Del Duero Red,5,3,101.94
364,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2015,4.5,2858,Ribera del Duero,Ribera Del Duero Red,5,3,172.5
365,Bodegas El Nido,Clio,2015,4.5,2712,Jumilla,Red,4,3,33.2
366,Dominio de Pingus,Flor de Pingus,2014,4.5,2710,Ribera del Duero,Ribera Del Duero Red,5,3,125
367,Dominio de Pingus,Flor de Pingus,2010,4.5,2551,Ribera del Duero,Ribera Del Duero Red,5,3,125
368,Dominio de Pingus,Flor de Pingus,2015,4.5,2530,Ribera del Duero,Ribera Del Duero Red,5,3,125
369,Bodegas El Nido,Clio,2016,4.5,2228,Jumilla,Red,4,3,31.75
370,Bodegas El Nido,Clio,2017,4.5,2220,Jumilla,Red,4,3,39.5
371,Aalto,PS (Pagos Seleccionados) Ribera del Duero,2011,4.5,2207,Ribera del Duero,Ribera Del Duero Red,5,3,64
372,Pago de Carraovejas,Tinto,2019,4.5,2144,Ribera del Duero,Ribera Del Duero Red,5,3,33.8
373,Benjamin de Rothschild - Vega Sicilia,Macan,2014,4.5,1910,Rioja,Rioja Red,4,3,58.95
374,Aalto,Tinto,2018,4.5,1864,Ribera del Duero,Ribera Del Duero Red,5,3,33.25
375,Bodegas El Nido,Clio,2018,4.5,1520,Jumilla,Red,4,3,61.84917653
376,Alto Moncayo,Garnacha,2017,4.5,1503,Campo de Borja,Grenache,5,3,44.27
377,Pago de Los Capellanes,Parcela El Nogal Tinto,2015,4.5,1393,Ribera del Duero,Ribera Del Duero Red,5,3,45.9
378,Vega Sicilia,Valbuena 5o,2003,4.5,1346,Ribera del Duero,Ribera Del Duero Red,5,3,239.2
379,Benjamin de Rothschild - Vega Sicilia,Macan,2015,4.5,1345,Rioja,Rioja Red,4,3,68.9
380,Alion,Ribera del Duero,2003,4.5,1236,Ribera del Duero,Ribera Del Duero Red,5,3,164
381,Belondrade,Belondrade y Lurton,2018,4.5,1192,Rueda,Verdejo,3,3,32.85
382,Pago de Los Capellanes,Parcela El Nogal Tinto,2014,4.5,1163,Ribera del Duero,Ribera Del Duero Red,5,3,40.95
383,Pago de Carraovejas,Reserva,2014,4.5,1148,Ribera del Duero,Ribera Del Duero Red,5,3,69.58032359
384,Dominio de Pingus,Flor de Pingus,2017,4.5,1094,Ribera del Duero,Ribera Del Duero Red,5,3,110
385,Remirez de Ganuza,Rioja Reserva,2012,4.5,1089,Rioja,Rioja Red,4,3,49.75
386,Muga,Prado Enea Gran Reserva,2014,4.5,1014,Rioja,Rioja Red,4,3,51
387,Remirez de Ganuza,Rioja Reserva,2011,4.5,1012,Rioja,Rioja Red,4,3,59.9
388,La Rioja Alta,Gran Reserva 890,2004,4.5,990,Rioja,Rioja Red,4,3,290.7
389,Belondrade,Belondrade y Lurton,2019,4.5,961,Rueda,Verdejo,3,3,37.7
390,Clos Mogador,Priorat,2015,4.5,955,Priorato,Priorat Red,4,3,146.95
391,Bodegas Tradicion,Pedro Ximenez Tradicion 20 Years Old Vos,N.V.,4.5,854,Jerez Pedro Ximenes (PX),Pedro Ximenez,5,1,68.9
392,Muga,Torre Muga,2016,4.5,838,Rioja,Rioja Red,4,3,70.5
393,Benjamin de Rothschild - Vega Sicilia,Macan,2016,4.5,813,Rioja,Rioja Red,4,3,64
394,Bodega Numanthia,Termanthia,2010,4.5,729,Toro,Toro Red,5,3,168
395,Emilio Moro,Malleolus de Valderramiro,2011,4.5,719,Ribera del Duero,Ribera Del Duero Red,5,3,173.95
396,Clos Mogador,Priorat,2017,4.5,666,Priorato,Priorat Red,4,3,65
397,Marques de Murrieta,Dalmau Rioja,2014,4.5,642,Rioja,Rioja Red,4,3,67.6
398,Hacienda Monasterio,Reserva,2015,4.5,629,Ribera del Duero,Ribera Del Duero Red,5,3,53.95
399,Pago de Los Capellanes,Parcela El Nogal Tinto,2016,4.5,595,Ribera del Duero,Ribera Del Duero Red,5,3,42.95
400,La Rioja Alta,Gran Reserva 890,1995,4.5,574,Rioja,Rioja Red,4,3,127.23
401,Bodegas El Nido,Clio,2019,4.5,550,Jumilla,Red,4,3,47.3
402,Muga,Aro,2015,4.5,529,Rioja,Rioja Red,4,3,169.4
403,Remirez de Ganuza,Gran Reserva,2007,4.5,529,Rioja,Rioja Red,4,3,121.8389633
404,Senorio de San Vicente,San Vicente Rioja,2017,4.5,505,Rioja,Rioja Red,4,3,34.8
405,Carmelo Rodero,Ribera del Duero TSM,2017,4.5,503,Ribera del Duero,Ribera Del Duero Red,5,3,55.35
406,Vina Sastre,Pago de Santa Cruz,2016,4.5,501,Ribera del Duero,Ribera Del Duero Red,5,3,75.95
407,Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2011,4.5,500,Ribera del Duero,Ribera Del Duero Red,5,3,48.7
408,Remirez de Ganuza,Trasnocho,2012,4.5,499,Rioja,Rioja Red,4,3,118.89
409,Costers del Siurana,Clos de L'Obac,2005,4.5,493,Priorato,Priorat Red,4,3,92.87162741
410,Vega Sicilia,Valbuena 5o,1996,4.5,488,Ribera del Duero,Ribera Del Duero Red,5,3,290.4
411,Arzuaga,Reserva Ribera del Duero,2017,4.5,477,Ribera del Duero,Ribera Del Duero Red,5,3,31.8
412,La Rioja Alta,Gran Reserva 890,2010,4.5,469,Rioja,Rioja Red,4,3,149.5
413,Francisco Barona,Ribera Del Duero,2018,4.5,462,Ribera del Duero,Ribera Del Duero Red,5,3,35.85
414,Vina Sastre,Pago de Santa Cruz,2015,4.5,420,Ribera del Duero,Ribera Del Duero Red,5,3,82.95
415,Bodegas Valduero,Ribera Del Duero Reserva Premium 6 Anos,2012,4.5,406,Ribera del Duero,Ribera Del Duero Red,5,3,59
416,Juan Gil,Bruto,2018,4.5,384,Jumilla,Monastrell,5,3,37.7
417,Lan,Culmen Reserva Rioja,2015,4.5,365,Rioja,Rioja Red,4,3,42.75
418,Bodegas Roda,Cirsion Rioja,2016,4.5,353,Rioja,Rioja Red,4,3,175.57
419,Clos Mogador,Priorat,2018,4.5,336,Priorato,Priorat Red,4,3,61.64
420,Juan Gil,Bruto,2017,4.5,322,Jumilla,Monastrell,5,3,30.7
421,Bodegas Mauro,VS,2017,4.5,318,Castilla y Leon,Tempranillo,4,2,56.5
422,Bodega Numanthia,Termanthia,2013,4.5,316,Toro,Toro Red,5,3,207.11
423,Remirez de Ganuza,Trasnocho,2011,4.5,301,Rioja,Rioja Red,4,3,110.5
424,Hacienda Monasterio,Reserva,2016,4.5,297,Ribera del Duero,Ribera Del Duero Red,5,3,55.95
425,R. Lopez de Heredia,Vina Tondonia Gran Reserva,1995,4.5,292,Rioja,Rioja Red,4,3,170
426,Abadia Retuerta,Petit Verdot,2015,4.5,286,Sardon de Duero,Red,4,3,107.9
427,Tomas Postigo,5o Ano Ribera del Duero Tinto,2011,4.5,264,Ribera del Duero,Ribera Del Duero Red,5,3,69.9
428,Dominio del Bendito,El Titan del Bendito,2017,4.5,261,Toro,Toro Red,5,3,49.5
429,Abadia Retuerta,Petit Verdot,2014,4.5,249,Sardon de Duero,Red,4,3,176.98
430,Sierra Cantabria,Amancio,2012,4.5,246,Rioja,Rioja Red,4,3,90
431,Martinet,Clos Martinet,2014,4.5,230,Priorato,Priorat Red,4,3,65
432,Remirez de Ganuza,Trasnocho,2006,4.5,229,Rioja,Rioja Red,4,3,95
433,Adama Wines,Tinto,2009,4.5,229,Ribera del Duero,Ribera Del Duero Red,5,3,39
434,Alion,Ribera del Duero,1995,4.5,226,Ribera del Duero,Ribera Del Duero Red,5,3,193
435,Muga,Aro,2016,4.5,222,Rioja,Rioja Red,4,3,174.91
436,Vega Sicilia,Valbuena 5o,1987,4.5,221,Ribera del Duero,Ribera Del Duero Red,5,3,312
437,Milsetentayseis,Tinto,2018,4.5,218,Ribera del Duero,Ribera Del Duero Red,5,3,52.9
438,Vina Sastre,Pago de Santa Cruz,2017,4.5,217,Ribera del Duero,Ribera Del Duero Red,5,3,40.9
439,Espectacle del Montsant,Tinto,2013,4.5,214,Montsant,Montsant Red,4,3,157.95
440,Tinto Pesquera,Millenium Gran Reserva,2015,4.5,213,Ribera del Duero,Ribera Del Duero Red,5,3,77.5
441,Vina Sastre,Regina Vides Ribera del Duero,2011,4.5,213,Ribera del Duero,Ribera Del Duero Red,5,3,116
442,Alvaro Palacios,Finca Dofi,2006,4.5,207,Priorato,Priorat Red,4,3,75
443,Arzuaga,Gran Reserva Ribera del Duero,2015,4.5,205,Ribera del Duero,Ribera Del Duero Red,5,3,80.98
444,Contino,Vina del Olivo,2017,4.5,203,Rioja,Rioja Red,4,3,64.5
445,Dominio de Pingus,Flor de Pingus,2019,4.5,201,Ribera del Duero,Ribera Del Duero Red,5,3,118.5
446,Ferrer Bobet,Seleccio Especial Vinyes Velles,2015,4.5,197,Priorato,Priorat Red,4,3,64
447,Clos Mogador,Priorat,2003,4.5,196,Priorato,Priorat Red,4,3,95
448,Allende,Calvario Rioja,2009,4.5,194,Rioja,Rioja Red,4,3,125.97
449,Bodegas Valduero,Ribera del Duero Una Cepa I,2017,4.5,194,Ribera del Duero,Ribera Del Duero Red,5,3,26.5
450,Matarromera,Ribera del Duero Prestigio,2015,4.5,190,Ribera del Duero,Ribera Del Duero Red,5,3,54.01
451,Vina Sastre,Regina Vides Ribera del Duero,2014,4.5,189,Ribera del Duero,Ribera Del Duero Red,5,3,104.9
452,Familia Torres,Grans Muralles,2015,4.5,189,Conca de Barbera,Red,4,3,170.5
453,Vina Sastre,Pesus Ribera del Duero,2014,4.5,189,Ribera del Duero,Ribera Del Duero Red,5,3,315
454,Pazo Barrantes,Gran Vino Albarino,2019,4.5,188,Rias Baixas,Albarino,3,3,34.9
455,Arzuaga,Reserva Especial Ribera del Duero,2015,4.5,187,Ribera del Duero,Ribera Del Duero Red,5,3,51.5
456,Tio Pepe,Cuatro Palmas Amontillado,N.V.,4.5,186,Jerez Amontillado,Sherry,4,3,112.26
457,Abadia Retuerta,Pago Garduna,2016,4.5,186,Castilla y Leon,Syrah,4,3,71.85
458,Belondrade,Belondrade y Lurton,2020,4.5,184,Rueda,Verdejo,3,3,38.9
459,Pintia,Toro,2017,4.5,178,Toro,Toro Red,5,3,54.09
460,Bodega Contador (Benjamin Romeo),La Cueva del Contador Rioja,2017,4.5,174,Rioja,Rioja Red,4,3,67.9
461,Sierra Cantabria,Finca el Bosque,2016,4.5,173,Rioja,Rioja Red,4,3,80.95
462,Alvear,Solera 1830 Pedro Ximenez,N.V.,4.5,171,Montilla-Moriles,Pedro Ximenez,5,1,114.5
463,Bodega Contador (Benjamin Romeo),Que Bonito Cacareaba Blanco,2018,4.5,170,Rioja,Rioja White,3,3,50.34
464,Tomas Postigo,5o Ano Ribera del Duero Tinto,2014,4.5,165,Ribera del Duero,Ribera Del Duero Red,5,3,57.96
465,Marques de Riscal,Baron de Chirel Rioja Reserva,2016,4.5,163,Rioja,Rioja Red,4,3,73.62
466,Ossian,Capitel,2016,4.5,162,Castilla y Leon,Verdejo,3,3,144.78
467,Recaredo,Turo d'en Mota,2005,4.5,161,Cava,Cava,2,3,90
468,Sierra Cantabria,Amancio,2015,4.5,156,Rioja,Rioja Red,4,3,89.95
469,Vina Sastre,Regina Vides Ribera del Duero,2015,4.5,154,Ribera del Duero,Ribera Del Duero Red,5,3,92.8
470,Marques de Grinon,Emeritvs (Emeritus),2013,4.5,147,Dominio de Valdepusa,Red,4,3,48.9
471,Vina Sastre,Regina Vides Ribera del Duero,2016,4.5,144,Ribera del Duero,Ribera Del Duero Red,5,3,70.55
472,Recaredo,Turo d'en Mota,2006,4.5,142,Cava,Cava,2,3,110
473,Martinet,Cami Pesseroles,2009,4.5,141,Priorato,Priorat Red,4,3,139.3
474,Dominio del Aguila,Reserva,2018,4.5,141,Ribera del Duero,Ribera Del Duero Red,5,3,59.8
475,Sierra Cantabria,Amancio,2014,4.5,140,Rioja,Rioja Red,4,3,75
476,Cruz de Alba,Finca Los Hoyales Ribera del Duero,2015,4.5,140,Ribera del Duero,Ribera Del Duero Red,5,3,57
477,Artadi,Vina El Pison,2013,4.5,137,Vino de Espana,Tempranillo,4,2,253.47
478,Emilio Rojo,Blanco,2017,4.5,134,Ribeiro,NA,NA,NA,49.95
479,Vina Sastre,Pesus Ribera del Duero,2015,4.5,134,Ribera del Duero,Ribera Del Duero Red,5,3,298
480,Abadia Retuerta,Pago Garduna,2009,4.5,132,Castilla y Leon,Syrah,4,3,73.6
481,Bodegas Mas Alta,La Basseta,2013,4.5,132,Priorato,Priorat Red,4,3,58
482,Territorio Luthier,Territorio Luthier Reserva,2016,4.5,128,Ribera del Duero,Ribera Del Duero Red,5,3,54
483,Alion,Ribera del Duero,2018,4.5,128,Ribera del Duero,Ribera Del Duero Red,5,3,78.38
484,Vega Sicilia,Valbuena 5o,1988,4.5,126,Ribera del Duero,Ribera Del Duero Red,5,3,228.63
485,Anima Negra,Son Negre,2011,4.5,121,Mallorca,Red,4,3,228.9
486,Costers del Siurana,Clos de L'Obac,2010,4.5,121,Priorato,Priorat Red,4,3,81.3
487,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2018,4.5,117,Ribera del Duero,Ribera Del Duero Red,5,3,165
488,Vina Sastre,Pago de Santa Cruz Gran Reserva Ribera del Duero,2014,4.5,115,Ribera del Duero,Ribera Del Duero Red,5,3,54.9
489,Rafael Palacios,As Sortes Val do Bibei Godello,2020,4.5,115,Valdeorras,NA,NA,NA,55
490,Martinet,Cami Pesseroles,2010,4.5,113,Priorato,Priorat Red,4,3,131.85
491,Pago de Los Capellanes,Parcela El Picon Tinto,2015,4.5,113,Ribera del Duero,Ribera Del Duero Red,5,3,148.39
492,Adama Wines,Tinto,2011,4.5,110,Ribera del Duero,Ribera Del Duero Red,5,3,39
493,Jesus Madrazo,Seleccion Rioja,2015,4.5,107,Rioja,Rioja Red,4,3,67.1
494,Tinto Pesquera,Millenium Reserva,1996,4.5,106,Ribera del Duero,Ribera Del Duero Red,5,3,199.45
495,Bodegas Naluar & Acediano,Acediano,2015,4.5,104,Ribera del Duero,Ribera Del Duero Red,5,3,52
496,Marques de Caceres,Gaudium,2016,4.5,104,Rioja,Rioja Red,4,3,34.9
497,Dominio de Es,Vinas Viejas de Soria Ribera Del Duero,2017,4.5,103,Ribera del Duero,Ribera Del Duero Red,5,3,75.81
498,Sierra Cantabria,Finca el Bosque,2017,4.5,103,Rioja,Rioja Red,4,3,84.36
499,Trus,Pico de Luyas,2016,4.5,103,Ribera del Duero,Ribera Del Duero Red,5,3,47.95
500,Artadi,Grandes Anadas Rioja,2001,4.5,103,Rioja,Rioja Red,4,3,391.65
501,Juan Gil,Bruto,2019,4.5,104,Jumilla,Monastrell,5,3,32.5
502,Muga,Aro,2004,4.5,102,Rioja,Rioja Red,4,3,198
503,Mestres,Mas Via Gran Reserva Brut,2004,4.5,102,Cava,Cava,2,3,40.33
504,Alvaro Palacios,Les Aubaguetes Priorat,2015,4.5,99,Priorato,Priorat Red,4,3,302.5
505,Quinta de la Quietud,La Mula de la Quietud,2016,4.5,99,Toro,Toro Red,5,3,62
506,Chivite,Navarra Coleccion 125 Blanco,2018,4.5,97,Navarra,Chardonnay,4,3,49.1
507,Marques de Murrieta,Dalmau Rioja,2015,4.5,97,Rioja,Rioja Red,4,3,75
508,Enate,Chardonnay Uno,2011,4.5,96,Somontano,Chardonnay,4,3,200.13
509,Toro Albala,Don PX Vieja Cosecha,1973,4.5,95,Montilla-Moriles,Pedro Ximenez,5,1,113
510,Bodega Ribas,Ribas de Cabrera,2018,4.5,94,Mallorca,Red,4,3,68.40597214
511,Vinas del Cenit,Cenit,2012,4.5,92,Tierra del Vino de Zamora,Tempranillo,4,2,37.5
512,Artadi,El Carretil,2012,4.5,88,Vino de Espana,Tempranillo,4,2,165
513,Alvaro Palacios,Quinon de Valmira,2016,4.5,88,Rioja,Rioja Red,4,3,415
